record_id,Node,Link,DateTime,qkdQber,qkdKeyRate,qkdVisibility,qkdLaserPower,neCpuLoad,neMemUsage,neTemperature,attenuation,humidity,device_mode,snmp_status,log_message,event_type,root_cause,sop_action,operator_action,anomaly,missing_data
2078,NodeD,Link3,2025-06-03 21:14:00,0.021606522866046772,1463.8069667837385,0.9718533634543709,1.050636769018581,37,34,53.913714021089746,16.314339284741536,65,secure,OK,System OK,normal,,monitor,,0,0
2079,NodeC,Link1,2025-06-03 21:16:00,0.021060740804905935,1487.9516497487066,0.9810854127140293,1.1150273147880554,29,49,55.51862668602165,15.57108028938596,59,secure,OK,System OK,normal,,monitor,,0,0
2080,NodeA,Link2,2025-06-03 21:18:00,0.018541835432256897,1117.1164049271263,0.9642413933795538,1.2575993848968463,33,36,52.60537476467989,18.103764748416648,68,secure,OK,System OK,normal,,monitor,,0,0
2081,NodeA,Link2,2025-06-03 21:20:00,0.025018915552257298,1128.892495133168,0.9583545366257199,1.2293696387700657,48,61,57.232363594589025,18.036805078161215,59,secure,OK,System OK,normal,,monitor,,0,0
2082,NodeC,Link1,2025-06-03 21:22:00,0.020148472051200485,1444.913353149731,0.9511116142190028,1.0593375546965447,51,30,54.76091903480667,16.23901391442842,51,secure,OK,System OK,normal,,monitor,,0,0
2083,NodeD,Link1,2025-06-03 21:24:00,0.02073529494119294,971.1969805150568,0.9602887590957481,1.3063509880310602,20,58,54.634976154785306,17.757403480834558,51,secure,OK,System OK,normal,,monitor,,0,0
2084,NodeA,Link3,2025-06-03 21:26:00,0.019518822156686697,1284.5335704827037,0.9654504990540375,1.1003290861730874,41,56,50.549369771445534,16.784736041838986,65,secure,OK,System OK,normal,,monitor,,0,0
2085,NodeA,Link1,2025-06-03 21:28:00,0.021219035625069656,1191.4845727875186,0.9529243447851358,0.9869634790481359,38,38,53.674363749007924,16.423949420788322,66,secure,OK,System OK,normal,,monitor,,0,0
2086,NodeC,Link3,2025-06-03 21:30:00,0.02155411287354753,966.7065585710848,0.9595039813853706,1.1720421858351724,26,38,61.96699882862653,15.312281681107606,71,secure,OK,System OK,normal,,monitor,,0,0
2087,NodeC,Link1,2025-06-03 21:32:00,0.025277438237379622,1045.6704801562512,0.9511766671912478,1.1190646869935175,47,50,52.10172785244177,20.06508966024208,60,secure,WARNING,System OK,normal,,monitor,,0,0
2088,NodeC,Link2,2025-06-03 21:34:00,0.018673745324344286,785.2586939100231,0.9510190364932388,1.2117455766121232,31,34,44.883661920849036,16.75284907624131,60,secure,WARNING,System OK,normal,,monitor,,0,0
2089,NodeC,Link2,2025-06-03 21:36:00,0.016837007885655328,1455.5631446315942,0.9755818885605944,1.0167154973936974,30,44,61.87012853597237,17.138352355701333,63,secure,OK,System OK,normal,,monitor,,0,0
2090,NodeD,Link1,2025-06-03 21:38:00,0.020304590771050034,1114.8394642688631,0.9680601275220748,1.1614154750916503,41,30,43.537562260403696,16.569693308125444,69,secure,OK,System OK,normal,,monitor,,0,0
2091,NodeC,Link1,2025-06-03 21:40:00,0.01,1250.746758610599,0.9706636889673081,1.2496767370369422,37,44,40.0,14.443617360256033,50,diag,OK,System OK,normal,,monitor,,0,0
2092,NodeC,Link2,2025-06-03 21:42:00,0.02300004534361349,1019.9906975603067,0.9659690259274345,1.0891130213143292,37,63,44.021465442004995,16.49055732921013,70,secure,OK,System OK,normal,,monitor,,0,0
2093,NodeA,Link2,2025-06-03 21:44:00,0.019312850289786212,1252.0929795402485,0.9729147339689658,1.3836367601344288,27,51,42.8431162549845,16.745265912890826,65,secure,OK,System OK,normal,,monitor,,0,0
2094,NodeC,Link2,2025-06-03 21:46:00,0.023407843426569278,1323.9859539663828,0.9767985200077661,1.2226010476584526,20,48,53.91795923608609,16.651066940912255,67,diag,OK,System OK,normal,,monitor,,0,0
2095,NodeD,Link3,2025-06-03 21:48:00,0.01262631477210458,1418.8832594683747,0.99,0.8521894275064614,20,37,57.04670633445758,17.70438855628351,74,diag,OK,System OK,normal,,monitor,,0,0
2096,NodeB,Link2,2025-06-03 21:50:00,0.023070985817571815,1243.4640499055863,0.99,1.1584107435632631,29,63,49.57376941225374,18.750607355203254,64,diag,OK,System OK,normal,,monitor,,0,0
2097,NodeA,Link3,2025-06-03 21:52:00,0.013230668673145318,907.5867189698836,0.9892816887749575,1.1041369865318083,31,38,40.0,16.927177285059322,52,secure,OK,System OK,normal,,monitor,,0,0
2098,NodeB,Link3,2025-06-03 21:54:00,0.019407923969122613,1325.8006502602918,0.9398025920383337,1.4372665246438414,40,38,60.06884336407348,17.596075905449496,48,secure,OK,System OK,normal,,monitor,,0,0
2099,NodeA,Link2,2025-06-03 21:56:00,0.020193027809310055,905.0130061438674,0.9800260130947988,1.252415749752829,42,51,47.0370195223104,14.451541157430148,53,secure,OK,System OK,normal,,monitor,,0,0
2100,NodeD,Link3,2025-06-03 21:58:00,0.01793479153552274,883.1260839441356,0.9681049530661651,0.9681256561314291,33,65,52.403446449765475,17.538301068106563,57,secure,OK,System OK,normal,,monitor,,0,0
2101,NodeB,Link1,2025-06-03 22:00:00,0.019413120280430195,1309.2227343107638,0.9892083543515487,1.128659459972938,58,49,58.322779780036754,16.18466232217151,56,secure,OK,System OK,normal,,monitor,,0,0
2102,NodeB,Link3,2025-06-03 22:02:00,0.015282721475687263,1199.9067874475072,0.9826638952263541,1.0451064504242633,54,50,43.931048907910885,19.15061994796555,59,secure,OK,System OK,normal,,monitor,,0,0
2103,NodeB,Link1,2025-06-03 22:04:00,0.02052025653597188,1235.8820796108578,0.9547610481943943,1.2186855193561446,27,61,59.65985208114682,16.484399608189463,64,secure,OK,System OK,normal,,monitor,,0,0
2104,NodeC,Link3,2025-06-03 22:06:00,0.02696021206472052,1386.8869043421132,0.9878188769325285,1.300119544668447,54,48,46.66758297714691,18.605279751329654,56,secure,OK,System OK,normal,,monitor,,0,0
2105,NodeB,Link3,2025-06-03 22:08:00,0.023814064753375597,1457.3320286311773,0.9813945501169987,0.9907273510701968,38,57,42.10094169507206,16.839833270679843,65,secure,OK,System OK,normal,,monitor,,0,0
2106,NodeC,Link2,2025-06-03 22:10:00,0.015496179273927397,1500.0,0.99,1.220317699154151,29,49,44.099456658294336,19.009764551754007,62,secure,OK,System OK,normal,,monitor,,0,0
2107,NodeC,Link2,2025-06-03 22:12:00,0.020643106205662124,1500.0,0.9601071287267451,1.3394583495394017,35,30,45.278647144184475,17.041677811042295,65,secure,OK,System OK,normal,,monitor,,0,0
2108,NodeD,Link1,2025-06-03 22:14:00,0.021948591769439914,735.8978348383229,0.981374630500233,1.3173589201742812,36,68,61.36909321633144,17.072844895563605,63,secure,OK,System OK,normal,,monitor,,0,0
2109,NodeD,Link3,2025-06-03 22:16:00,0.023782058435396762,1500.0,0.9715206937537519,1.401084362789187,40,41,61.719036764615645,17.30214713444928,66,secure,OK,System OK,normal,,monitor,,0,0
2110,NodeA,Link3,2025-06-03 22:18:00,0.022009024322768467,893.4765143973689,0.9601967242136648,1.2084185979233713,21,30,44.07717225982245,17.474926048766335,73,secure,OK,System OK,normal,,monitor,,0,0
2111,NodeA,Link1,2025-06-03 22:20:00,0.02026459077351065,1327.4275177848585,0.9569557376500081,1.1739721681074016,27,44,51.54323729733317,16.23516990425405,62,secure,OK,System OK,normal,,monitor,,0,0
2112,NodeC,Link2,2025-06-03 22:22:00,0.01792915731172338,1417.7479974530013,0.9496986568964618,1.0962944782791915,42,39,57.69908345967873,14.733677420555564,50,secure,OK,System OK,normal,,monitor,,0,0
2113,NodeB,Link3,2025-06-03 22:24:00,0.015615702313738478,1185.7776694861877,0.9796187265617315,1.2269123996910987,39,46,47.868177842795184,16.702514634675417,66,diag,OK,System OK,normal,,monitor,,0,0
2114,NodeB,Link2,2025-06-03 22:26:00,0.019170082998036485,1156.5466290079462,0.954549929878524,1.2125376148769873,28,36,60.73447636909318,16.24956201627472,43,secure,OK,System OK,normal,,monitor,,0,0
2115,NodeA,Link3,2025-06-03 22:28:00,0.022042070086776316,1500.0,0.9689105317125831,1.0963764905647075,28,52,56.9231495459418,15.844230363686135,68,secure,OK,System OK,normal,,monitor,,0,0
2116,NodeA,Link1,2025-06-03 22:30:00,0.016311953101623516,1159.8155159553546,0.9659217553074155,1.214110194020457,20,52,51.983601204742776,16.20811764095514,73,secure,OK,System OK,normal,,monitor,,0,0
2117,NodeA,Link2,2025-06-03 22:32:00,0.020476715077063966,1002.973445626011,0.9575260780635539,1.441154962020302,48,48,47.92611271792396,17.984021516195572,61,secure,OK,System OK,normal,,monitor,,0,0
2118,NodeC,Link1,2025-06-03 22:34:00,0.022691131843146167,1422.9917185488107,0.9606205345572453,1.102044167073104,34,66,41.74371526532298,16.96596525308503,63,diag,OK,System OK,normal,,monitor,,0,0
2119,NodeB,Link3,2025-06-03 22:36:00,0.017871820484585684,1410.443501754151,0.9648148022896988,1.2829702814426798,26,40,49.62949185473169,17.27368670512341,55,secure,OK,System OK,normal,,monitor,,0,0
2120,NodeC,Link1,2025-06-03 22:38:00,0.016522050440301923,1327.693541893252,0.983003437663021,1.2168946987760685,59,43,44.86181994988013,15.50906244708812,60,secure,OK,System OK,normal,,monitor,,0,0
2121,NodeA,Link1,2025-06-03 22:40:00,0.014674978690489792,1336.8638998609463,0.9528238975851909,1.2247888095209176,29,55,41.8309801914479,15.556476815395762,52,secure,OK,System OK,normal,,monitor,,0,0
2122,NodeA,Link2,2025-06-03 22:42:00,0.02157483801331681,1061.1556644556656,0.952607386696761,1.1910173222268208,41,50,69.65554190522586,17.59830587786881,63,secure,OK,System OK,normal,,monitor,,0,0
2123,NodeB,Link3,2025-06-03 22:44:00,0.022387645135378925,793.6952276686716,0.9497039963778173,1.370677129325056,21,63,47.88012831531485,14.605305055889332,71,secure,OK,System OK,normal,,monitor,,0,0
2124,NodeB,Link2,2025-06-03 22:46:00,0.029558633594411042,1269.4240863900498,0.9730240077123234,1.0707065274374272,28,46,42.31485666109094,15.524561443112015,57,secure,OK,System OK,normal,,monitor,,0,0
2125,NodeD,Link3,2025-06-03 22:48:00,0.018635155291361734,949.1606515637222,0.9824348885967112,1.0998283681101193,38,30,45.170509807436616,16.759490860625025,60,secure,OK,System OK,normal,,monitor,,0,0
2126,NodeC,Link3,2025-06-03 22:50:00,0.021722379440993474,1500.0,0.9519459100617963,1.0729738125953496,38,47,62.746478180785516,17.407098814698436,57,diag,OK,System OK,normal,,monitor,,0,0
2127,NodeD,Link3,2025-06-03 22:52:00,0.021668828460954165,1232.6421855389174,0.986130923551001,1.2193193936660431,42,70,52.56344533622336,17.82468881254653,76,secure,OK,System OK,normal,,monitor,,0,0
2128,NodeB,Link3,2025-06-03 22:54:00,0.020937667678274145,1147.8712663855538,0.9727362749134051,1.2130206865487185,41,58,53.23118272374815,16.32256128529066,70,secure,OK,System OK,normal,,monitor,,0,0
2129,NodeC,Link1,2025-06-03 22:56:00,0.027000881018320416,1369.2536948112993,0.9879989217310843,1.159905584542422,20,64,44.51754619849095,16.61399501615177,67,secure,OK,System OK,normal,,monitor,,0,0
2130,NodeC,Link3,2025-06-03 22:58:00,0.020667276222810647,1120.960230398999,0.955430297955562,1.239179774320261,61,30,54.15882809716385,15.257623915443508,67,diag,OK,System OK,normal,,monitor,,0,0
2131,NodeC,Link3,2025-06-03 23:00:00,0.02168658293546833,1189.986741983325,0.9534471118182105,1.320409539938959,55,30,55.38946983704032,17.9788603869949,73,secure,OK,System OK,normal,,monitor,,0,0
2132,NodeB,Link2,2025-06-03 23:02:00,0.020437464419442632,1378.1793456500964,0.9886974373594168,0.9977112201868389,56,52,57.84822551768171,16.480909996793187,71,secure,OK,System OK,normal,,monitor,,0,0
2133,NodeA,Link3,2025-06-03 23:04:00,0.017045047077825427,1003.6901488154015,0.9886801208686146,1.019170982571164,60,51,40.0,16.42426445908218,61,secure,OK,System OK,normal,,monitor,,0,0
2134,NodeC,Link3,2025-06-03 23:06:00,0.028170174898320514,941.0630767249258,0.9556000301166959,1.4602246735080897,47,36,40.0,13.483933304276658,66,secure,OK,System OK,normal,,monitor,,0,0
2135,NodeB,Link3,2025-06-03 23:08:00,0.023500468007431156,1124.966353783956,0.9673009546668011,1.1883029174219961,25,50,48.099313070128815,18.3699037224512,53,secure,WARNING,System OK,normal,,monitor,,0,0
2136,NodeB,Link1,2025-06-03 23:10:00,0.015935173584913507,1500.0,0.9510974009334915,1.0894024108304423,42,42,44.47593448668828,16.855879618101156,48,secure,OK,System OK,normal,,monitor,,0,0
2137,NodeD,Link2,2025-06-03 23:12:00,0.017422518622935007,1361.6326670514272,0.99,1.0806228598863177,32,74,43.080135791335785,16.74874223694885,52,secure,OK,System OK,normal,,monitor,,0,0
2138,NodeD,Link1,2025-06-03 23:14:00,0.015185957516794784,1062.1249190634467,0.9539639914373286,1.151248331232923,28,55,53.46090740228813,16.30936114936836,48,secure,OK,System OK,normal,,monitor,,0,0
2139,NodeB,Link3,2025-06-03 23:16:00,0.01935062717286655,1321.485117980436,0.9795659149786065,1.2798712208355614,62,56,54.71331415944058,18.961225358238778,63,secure,OK,System OK,normal,,monitor,,0,0
2140,NodeD,Link3,2025-06-03 23:18:00,0.014478483772672345,1500.0,0.9358068287118111,1.2012133802133294,37,57,54.43561715351398,15.694104362652498,54,secure,OK,System OK,normal,,monitor,,0,0
2141,NodeA,Link3,2025-06-03 23:20:00,0.019276701103290463,1431.77218437557,0.9791809042687631,1.3489611817938767,34,39,52.83788638011338,15.203893427585657,66,secure,OK,System OK,normal,,monitor,,0,0
2142,NodeC,Link1,2025-06-03 23:22:00,0.028228030197294925,1264.282056321632,0.9562283631577028,1.0299777976170486,34,67,45.28874894632182,17.916068971222003,70,secure,OK,System OK,normal,,monitor,,0,0
2143,NodeC,Link1,2025-06-03 23:24:00,0.016727681406554895,1221.6389093335815,0.9871581869560632,1.1068794918035156,27,55,50.43181299190168,18.2460117682324,46,secure,OK,System OK,normal,,monitor,,0,0
2144,NodeC,Link2,2025-06-03 23:26:00,0.02031837303577191,1378.90127578928,0.9647546406403964,1.2564311899064753,35,37,50.140314463465,16.321579086927734,60,secure,OK,System OK,normal,,monitor,,0,0
2145,NodeB,Link3,2025-06-03 23:28:00,0.01998879456060137,1423.0342597878503,0.9810165223292694,1.1021074763747372,24,60,48.84882968306972,16.344699725142156,54,standby,WARNING,System OK,normal,,monitor,,0,0
2146,NodeC,Link3,2025-06-03 23:30:00,0.02638223700204461,1173.7158981837738,0.9533082319493993,1.235778723769892,38,68,52.16795721131619,18.477848117216087,59,secure,OK,Data missing,normal,,monitor,,0,1
2147,NodeC,Link2,2025-06-03 23:32:00,0.015104853565184014,1205.164500925627,0.972791445282988,1.0255163777634442,29,46,42.11405819876004,16.242789564113583,61,diag,OK,System OK,normal,,monitor,,0,0
2148,NodeB,Link2,2025-06-03 23:34:00,0.023261456974218293,1295.7624824081072,0.9624729959529272,1.149685197216125,27,36,55.582217431037286,14.852514287664798,65,standby,OK,System OK,normal,,monitor,,0,0
2149,NodeB,Link3,2025-06-03 23:36:00,0.019415768828772308,1012.5246727730536,0.9520023034745695,1.2363797517001642,59,58,55.598132457927576,19.312942171187256,62,secure,OK,System OK,normal,,monitor,,0,0
2150,NodeD,Link3,2025-06-03 23:38:00,0.02034538111036083,1211.1663382656197,0.99,1.0962017367767953,54,43,40.80184191569447,18.005227811050187,58,secure,OK,System OK,normal,,monitor,,0,0
2151,NodeC,Link3,2025-06-03 23:40:00,0.02596731224716014,1277.483904411044,0.99,1.3601775188332113,50,69,43.85978165240501,16.404881815839676,55,secure,OK,System OK,normal,,monitor,,0,0
2152,NodeC,Link2,2025-06-03 23:42:00,0.017670302539884292,1500.0,0.9682970745731222,1.307919854016168,45,39,47.72144631469038,13.693879604311844,59,secure,OK,System OK,normal,,monitor,,0,0
2153,NodeD,Link1,2025-06-03 23:44:00,0.020704428512683032,998.676932429785,0.9684711060195739,1.2983038358541235,41,30,49.49771197945134,17.704807216165175,56,secure,OK,System OK,normal,,monitor,,0,0
2154,NodeD,Link1,2025-06-03 23:46:00,0.020386239905857452,1196.328303459234,0.9840699975646433,0.9210472534657854,27,35,45.65873571549851,16.743510631618488,70,secure,OK,System OK,normal,,monitor,,0,0
2155,NodeA,Link1,2025-06-03 23:48:00,0.027132786996511834,1223.1754235142898,0.9632547683717884,1.0928699929095702,39,32,48.296503371493266,16.86818493152506,70,secure,OK,System OK,normal,,monitor,,0,0
2156,NodeC,Link1,2025-06-03 23:50:00,0.014801162661978545,1257.0121856060139,0.9773071285069038,1.0273368838229193,44,65,43.96142844878534,15.105353299881576,61,secure,OK,System OK,normal,,monitor,,0,0
2157,NodeA,Link3,2025-06-03 23:52:00,0.01786481595891906,1184.2825968049349,0.9729846078436952,1.2383996435394082,33,63,48.69128778545492,13.737340872295004,59,standby,OK,System OK,normal,,monitor,,0,0
2158,NodeA,Link2,2025-06-03 23:54:00,0.017137136799380823,976.9260696578613,0.9413000429532749,1.134725999020911,38,32,51.97042880373934,14.133612908984354,71,secure,OK,System OK,normal,,monitor,,0,0
2159,NodeD,Link3,2025-06-03 23:56:00,0.02284389805126347,1039.7052462917852,0.9701860816520672,1.152890241946023,33,59,41.7280941070686,17.878945516923363,57,secure,OK,System OK,normal,,monitor,,0,0
2160,NodeC,Link3,2025-06-03 23:58:00,0.01945557835293849,1402.0911860410743,0.961548309734801,1.2286745938728374,72,42,59.199174746646776,16.081331114796708,61,secure,OK,System OK,normal,,monitor,,0,0
2161,NodeA,Link2,2025-06-04 00:00:00,0.05492429326400064,189.21753797335657,0.8442241864496313,1.1060581236035956,55,46,78.0,14.873966649139293,70,standby,WARNING,Temperature/humidity anomaly,env,overtemp,check cooling,called support,1,0
2162,NodeB,Link1,2025-06-04 00:02:00,0.022197735248147547,1414.0851677437608,0.9667937988802993,1.3818443801019684,33,30,40.0,16.249709973837945,65,standby,OK,System OK,normal,,monitor,,0,0
2163,NodeD,Link1,2025-06-04 00:04:00,0.017530229192268102,1428.7643320444324,0.9536003786095881,1.1722484185856137,27,61,51.458131891369156,17.623565507740118,67,standby,OK,System OK,normal,,monitor,,0,0
2164,NodeA,Link1,2025-06-04 00:06:00,0.021429170310635796,1214.6114134684876,0.9433281437676861,1.4306684899266302,38,49,55.483342114515466,16.168070951219047,64,secure,OK,System OK,normal,,monitor,,0,0
2165,NodeD,Link2,2025-06-04 00:08:00,0.01616768174591504,1147.08869134626,0.9704406638729257,1.4731051513124342,35,30,54.99498364928045,14.563276661451495,57,secure,OK,System OK,normal,,monitor,,0,0
2166,NodeC,Link3,2025-06-04 00:10:00,0.022056195186429522,985.9013712638127,0.9698158679001541,1.2334575898186737,43,30,48.12272438170975,17.306928407181406,63,secure,OK,System OK,normal,,monitor,,0,0
2167,NodeD,Link2,2025-06-04 00:12:00,0.024926926374445678,1194.8080826256287,0.9829800812079226,1.2857717571013465,62,43,51.3733811459346,17.8991249218972,59,secure,OK,System OK,normal,,monitor,,0,0
2168,NodeA,Link2,2025-06-04 00:14:00,0.01777261968192039,1152.8777204023604,0.9873446972524149,1.1201262521759203,21,62,46.943573325321516,16.427725844187606,58,secure,OK,System OK,normal,,monitor,,0,0
2169,NodeB,Link2,2025-06-04 00:16:00,0.020620344479898987,649.8483765862914,0.9388881729293592,1.244395866984424,46,62,45.95838211297692,17.30991791675952,64,secure,OK,System OK,normal,,monitor,,0,0
2170,NodeD,Link1,2025-06-04 00:18:00,0.025879836085019686,1396.1561727644419,0.9684800869403164,1.2915439852939397,21,46,49.91397008387682,14.50011164137262,58,secure,OK,System OK,normal,,monitor,,0,0
2171,NodeD,Link3,2025-06-04 00:20:00,0.01683974931463315,1282.6593395494672,0.9810088104077286,0.9816121246545257,48,34,41.90940863454216,15.482229562374776,76,secure,OK,System OK,normal,,monitor,,0,0
2172,NodeC,Link1,2025-06-04 00:22:00,0.019478292973848777,1037.8209398776755,0.971187697456167,1.3320530843141396,30,30,55.62781048992727,18.893246693174248,65,secure,DOWN,System OK,normal,,monitor,,0,0
2173,NodeA,Link2,2025-06-04 00:24:00,0.014009827920957979,1217.8740938317558,0.9686289226097018,1.3811021210654766,50,30,40.0,18.522744817756983,66,secure,OK,System OK,normal,,monitor,,0,0
2174,NodeB,Link2,2025-06-04 00:26:00,0.018593285575538906,1205.9814560211569,0.9896511896388721,1.310076108325425,50,38,55.65099452621448,15.329513321421496,66,secure,OK,System OK,normal,,monitor,,0,0
2175,NodeD,Link2,2025-06-04 00:28:00,0.023956378247642286,1124.7220321522457,0.97706254950854,1.2731038337248586,47,61,48.2144872028769,17.19211994569374,60,standby,WARNING,System OK,normal,,monitor,,0,0
2176,NodeD,Link2,2025-06-04 00:30:00,0.012620768086724703,1185.8832349992445,0.9824411473179693,1.1742501161894943,60,37,48.21516919888652,15.927034730356409,60,standby,OK,System OK,normal,,monitor,,0,0
2177,NodeC,Link3,2025-06-04 00:32:00,0.02336589097946106,1412.061697228518,0.99,1.0528990851013174,39,58,53.057227878255716,17.447886916001544,49,standby,OK,System OK,normal,,monitor,,0,0
2178,NodeC,Link2,2025-06-04 00:34:00,0.019021785878894294,1352.704535874677,0.9710568240291159,1.2235018357200715,41,50,44.444785670101346,14.004445616883745,73,secure,OK,System OK,normal,,monitor,,0,0
2179,NodeA,Link1,2025-06-04 00:36:00,0.017399554247557483,1003.8984732485424,0.9813139799590445,1.2029261355906489,41,38,47.57893115170529,18.01359334556934,58,diag,OK,System OK,normal,,monitor,,0,0
2180,NodeD,Link3,2025-06-04 00:38:00,0.02399167059315792,1300.2688569087602,0.9749815679175677,1.0271157507986521,39,65,49.55991786221461,14.872347891239862,61,secure,OK,System OK,normal,,monitor,,0,0
2181,NodeB,Link3,2025-06-04 00:40:00,0.01,1065.7557585989969,0.9801897360555759,0.9827223827216598,32,42,41.378627624944336,15.651324112147531,64,secure,OK,System OK,normal,,monitor,,0,0
2182,NodeC,Link2,2025-06-04 00:42:00,0.011993093433118628,1301.7992591154518,0.9773159545251174,1.103172903128827,64,30,51.64108929409043,16.66460267588579,60,secure,OK,System OK,normal,,monitor,,0,0
2183,NodeC,Link2,2025-06-04 00:44:00,0.023876985908760005,1009.7306186510095,0.9622043574567715,1.0605995411794562,34,50,54.117595285354795,17.839237335824805,71,secure,OK,System OK,normal,,monitor,,0,0
2184,NodeA,Link3,2025-06-04 00:46:00,0.020762144498070848,1500.0,0.9890785528740448,1.133118619110184,41,55,43.44354488737271,15.496533652363283,74,secure,OK,System OK,normal,,monitor,,0,0
2185,NodeD,Link2,2025-06-04 00:48:00,0.027203513473662906,1129.1946883941655,0.9579515967055643,1.3575471351934247,31,34,43.07452695020272,14.875716566889759,57,secure,OK,System OK,normal,,monitor,,0,0
2186,NodeD,Link3,2025-06-04 00:50:00,0.016812588153233384,1079.341050157314,0.99,1.1188703305548722,63,53,55.83112680314834,16.115009365998265,77,diag,WARNING,System OK,normal,,monitor,,0,0
2187,NodeD,Link3,2025-06-04 00:52:00,0.015405702242416865,1176.9464460257236,0.9719895612851703,1.3344022365878034,52,52,44.540926412874555,19.154042667289243,72,secure,OK,System OK,normal,,monitor,,0,0
2188,NodeB,Link3,2025-06-04 00:54:00,0.021778841193418098,1437.1540797522596,0.99,1.0420065470592104,42,54,48.87653915266304,13.457935640153378,77,secure,OK,System OK,normal,,monitor,,0,0
2189,NodeA,Link3,2025-06-04 00:56:00,0.02022378677284629,1342.8323494269944,0.9671977728549513,1.3029543297588948,45,63,48.26037317998591,15.939282339974921,60,standby,OK,System OK,normal,,monitor,,0,0
2190,NodeC,Link1,2025-06-04 00:58:00,0.012191874513077034,1385.4983404575341,0.9640014851554191,1.2435235225851797,41,47,42.97246709303278,17.177860975744235,70,secure,OK,System OK,normal,,monitor,,0,0
2191,NodeD,Link3,2025-06-04 01:00:00,0.020036460532050653,1171.713086958223,0.9518551364786219,1.3848758346941374,49,48,40.0,15.399980245970827,81,secure,OK,System OK,normal,,monitor,,0,0
2192,NodeC,Link3,2025-06-04 01:02:00,0.026658053615709346,1156.9993788531829,0.9785623432975173,1.050638785718911,27,56,48.450959599798445,18.077090552764222,67,secure,OK,System OK,normal,,monitor,,0,0
2193,NodeB,Link1,2025-06-04 01:04:00,0.02073848760822129,1158.1633152296909,0.9660863396086431,1.2503684522324183,42,46,52.36220619651155,13.838408192480232,58,secure,OK,System OK,normal,,monitor,,0,0
2194,NodeA,Link1,2025-06-04 01:06:00,0.0272389414823845,1500.0,0.93387834647008,0.9046560721646542,54,48,40.0,15.5066192720023,67,secure,OK,System OK,normal,,monitor,,0,0
2195,NodeC,Link1,2025-06-04 01:08:00,0.013619276417544915,1167.5734645885686,0.9619889133144652,1.3358306907230686,51,43,48.88894979434087,16.182244023357594,61,secure,OK,System OK,normal,,monitor,,0,0
2196,NodeC,Link1,2025-06-04 01:10:00,0.016244517171004724,1326.826455254747,0.9660520766038063,1.1544921519413796,21,39,52.215242933384864,17.210957828726247,71,secure,OK,System OK,normal,,monitor,,0,0
2197,NodeA,Link3,2025-06-04 01:12:00,0.014873905646959822,1385.3268405660006,0.9729030428147067,0.8412574805593022,40,30,42.66612639076109,16.28567073061352,69,secure,OK,Data missing,normal,,monitor,,0,1
2198,NodeC,Link1,2025-06-04 01:14:00,0.019945708492077326,1094.2537678119472,0.9790938043955166,0.983645684198575,26,46,51.60843710166087,14.428241970892055,66,diag,OK,System OK,normal,,monitor,,0,0
2199,NodeA,Link3,2025-06-04 01:16:00,0.019078314792312152,889.4491156947781,0.9699749934033489,1.0591015034447335,38,47,40.0,17.67078178427907,65,standby,OK,System OK,normal,,monitor,,0,0
2200,NodeA,Link2,2025-06-04 01:18:00,0.01623144391467238,1077.8050188585667,0.9888715107484626,1.1581761716148067,38,57,48.85571994146636,17.313892281883252,67,secure,OK,System OK,normal,,monitor,,0,0
2201,NodeA,Link2,2025-06-04 01:20:00,0.016974476996966352,1320.569533797379,0.9493653593493977,1.2873449149781464,35,63,52.41171699754858,18.077974308130475,56,standby,OK,System OK,normal,,monitor,,0,0
2202,NodeB,Link2,2025-06-04 01:22:00,0.02720468179129717,1146.1679101710672,0.9784314994215259,0.931763705681383,41,50,52.009219869009634,17.192238672362762,59,secure,OK,System OK,normal,,monitor,,0,0
2203,NodeD,Link1,2025-06-04 01:24:00,0.012942693522477117,1435.8415348716462,0.9490997069015074,1.0810167972950846,37,38,52.77360965322218,15.076890655429676,59,standby,DOWN,System OK,normal,,monitor,,0,0
2204,NodeB,Link1,2025-06-04 01:26:00,0.02427705128180754,1211.9763094269044,0.9633233018174772,1.2069630263885078,54,30,51.164610269306046,15.284180879029206,54,secure,OK,System OK,normal,,monitor,,0,0
2205,NodeC,Link3,2025-06-04 01:28:00,0.024596211249558256,1300.958498754991,0.9870262554189319,1.264857881215688,45,39,51.03806649650247,17.48773900041989,58,secure,OK,System OK,normal,,monitor,,0,0
2206,NodeB,Link2,2025-06-04 01:30:00,0.016601941205044744,1107.9616055768524,0.9425224006737866,0.9445877684569435,59,50,48.52623331408215,16.543595502483925,63,secure,OK,System OK,normal,,monitor,,0,0
2207,NodeA,Link2,2025-06-04 01:32:00,0.014723260920567782,1154.2894237183107,0.99,1.4129008590759073,44,76,51.34030642827802,17.585806004818686,66,secure,OK,System OK,normal,,monitor,,0,0
2208,NodeA,Link2,2025-06-04 01:34:00,0.019039676571095374,1322.5861742547288,0.947402820837164,1.3601285170454986,35,63,40.27758455125547,15.400670792033692,63,secure,OK,System OK,normal,,monitor,,0,0
2209,NodeC,Link1,2025-06-04 01:36:00,0.01768397262918761,1219.4261445788245,0.9610278077010586,1.0719401056634814,28,34,59.431409840412584,16.04313304390928,54,secure,OK,System OK,normal,,monitor,,0,0
